category_id,product_type,food_drink_filter,category_filter,category_type_filter,website,product_name,brand_name,description,bar_code,weight,price_mrp,price_post_discount,user_email,image,ingredient_list,fruit_veg,nutritional,energy,carbohydrate,fibre,protein,total_fat,saturate,monosaturated_fat,polyunsaturated_fat,trans_fat,fatty_acid,vit_a,vit_c,vit_d,vit_b6,vit_b12,vit_b9,calcium,iron,magnesium,zinc,iodine,cholestrol,sodium,fat,total_sugar,mono_unsaturated_fat,data_check,veg_and_nonveg,gluteen_free,added_sugar,artificial_preservative,organic,vegan_product,egg,fish,shellfish,tree_nuts,peanuts,wheat,soyabean
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,A Diabetic Chef Blueberry Belgian White Chocolate Bar,A Diabetic Chef,,B09NFL2RNS,,,,,https://m.media-amazon.com/images/I/31gBhWL0VLL.jpg,,,Per 100g,488.2,52.96,0.93,6.19,36.06,23.42,,,0,,,,,,,,,,,,,,,,0,,Green,VEG,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Snack Foods,Indian Snacks,Amazon,Muralis Appalam Coins,Muralis Market,,B0BGC8WYTL,,,,,https://m.media-amazon.com/images/I/61ehPQaFTdL._SL1500_.jpg,,,Per 100g,1440,270,10,80,0,0,,,0,,0,,,,,,,,,,,0,1400,,0,,Green,VEG,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,KAGI Hazelnut mini,Generic,,B0BH9FQ9QC,,,,,https://m.media-amazon.com/images/I/71YUTeiXdKL.jpg,,,Per 100g,578.9473684,44.73684211,2.631578947,7.894736842,39.47368421,23.68421053,,,,,,,,,,,,,,,,,78.94736842,,34.21052632,,Green,NON-VEG,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,YES,YES
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon, Artisanal Fine Chocolate Bar,Artisante,,B09S6L1YBP,70 Grams,420,378,,https://m.media-amazon.com/images/I/31Hj7SERlIL.jpg,"?Soya Lecithin [E322], Hazelnuts, Cocoa Beans, Cocoa Butter, Cane Sugar 
",,Per 100g,570.2857143,28.57142857,12.42857143,9.285714286,44.57142857,21.71428571,,,,,,,,,,,,,,,,,,,23.28571429,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Nature's Bridge Chocolate Munchies Gems,Nature's Bridge,,B09S9X9CXP,,599,399,,https://images-na.ssl-images-amazon.com/images/I/51YGPs+9CPL.jpg,,,Per 100g,486,73.3,,2,,19.2,,,,,,,,,,,,,,,,,,,67,,Green,VEG,,YES,,,,NO,NO,NO,,,YES,
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon, Artisanal Fine Chocolate Milk Chocolate Bar,Artisante,,B09SBBJYHP,80 Grams,375,338,,https://m.media-amazon.com/images/I/51iEuJZF+FL.jpg,"?Soya Lecithin [E322], Almonds, Hazelnuts, Dried Cranberries, Cocoa Beans, Cocoa Butter, Cane Sugar, Whole Milk Powder",,Per 100g,539.5,51.5,2.75,7.75,34.125,15.375,,,0,,,,,,,,,,,,,,,,45.625,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon, Artisanal Luxury Chocolate,Artisante,,B09SD3QBR1,,395,356,,https://images-na.ssl-images-amazon.com/images/I/31slPZucvIL.jpg,"?Dried Blueberries, Cranberries, Soya Lecithin [E322], Citric Acid, Cocoa Butter, Cane Sugar, Whole Milk Powder, Unsweetened Chocolate",,Per 100g,492.7142857,56.57142857,4.142857143,8.285714286,29.57142857,16,,,,,,,,,,,,,,,,,,,50.71428571,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
Packaged Foods,Solid,Food,Powdered Drink Mixes,Powdered Drink Mixes,Amazon,Artisanal | Vanilla Hot Chocolate Powder,Artisante,,B09SG8LL71,180 Grams,380,342,,https://images-na.ssl-images-amazon.com/images/I/31LWJbPBQAL.jpg,"Cocoa Powder, Organic Brown Sugar, Natural Vanilla",,Per 100g,391.5,71,12.5,14.5,6.5,4.5,,,,,,,,,,,,,,,,,,,36.5,,Green,VEG,,YES,,,,,,,YES,,,
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Tosca Pop-a-cone Chocolate,Tosca,,B09SHYM8P2,1200 Grams,250,,,https://images-na.ssl-images-amazon.com/images/I/41ha-mJGARL.jpg,"?Strawberry Creamn: Sugar, Hydroganted Vegetable Fat, Vegetable Oil, Milk Solids, Permitted Emulsifiers (E-322, E-476),Flavours CONTAINS PERMITTED SYNTHETIC FOOD COLOURS (E-127) AND ADDED FLAVOURING & NATURE IDENTICAL & ARTIFICIAL FLAVOURING SUBSTANCES.(Strawberry), Strawberry:BISCUIT/WAFER: Wheat Flour, Sugar, vegetable Fat,Salt EMulsifier (E-322), Raising Agent (E-500).",,Per 100g,524,62,,6,28,6.44,,,,,,,,,,,,,,,,,,,53,,Green,VEG,,YES,YES,,,NO,NO,NO,,,YES,
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Winola  Milk Choco Coin,Winola,,B09T9NPVPQ,,1025,648,,https://images-na.ssl-images-amazon.com/images/I/51Ov9YIeToL.jpg,,,Per 100g,510,68,,4,24,5.25,,,,,,,,,,,,,,,,,,,48,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Jams & Spreads,Spreads,Amazon,Crunchy Peanut Butter chocolate High Protein Peanut Butter,RENUTRIMASS,,B09TL5KF1L,1000gm,499,350,,https://images-na.ssl-images-amazon.com/images/I/419AOju1cqL.jpg,,,Per 100g,622,29,7,21,47,6,19,22,0,,,,,,,,,,,,,,248,,17,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Amul Fruit N Nut Dark Chocolate,Amul,,B09W2HBF6F,150 Grams,200,150,,https://images-na.ssl-images-amazon.com/images/I/41027r804gL.jpg,"sugar, cocoa solids, cocoa butter, almonds, raisins, permitted emulsifiers, flavouring substances vanilla and cocoa.",,Per 100g,556,55,,7.1,34.2,17.5,,,,,,,,,,,,,,,,,,,37,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,PIP'S Almond Butter Filled Milk Chocolates,PIPS,,B09WVSVQGM,,65,,,https://images-na.ssl-images-amazon.com/images/I/41FAvzxCDNL.jpg,"Almond Butter, Cocoa Solids, Sugar, Vegetable Fat, Milk Solids, Emulsifiers ( INS 322, INS 476 ) Vanilla Extract, Salt.

For Allergens see ingredients in bold (Peanut and Soya)",,Per 100g,525.74,46.79,,15.84,30.58,21.53,,,,,,,,,,,,,,,,,152.22,,19.07,,Green,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon, Nestle Kitkat Chocolate,Chandrans Creation,,B09X6BPZ26,300gm,,,,https://images-na.ssl-images-amazon.com/images/I/41mZIoKqVoL.jpg,,,Per 100g,518,63.8,2.6,8,25.7,0.023,,,,,,,,,,,,,,,,,112.2,,48.7,,Green,VEG,,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Kinder Joy Natoons,Ferrero India,,B09X6VCD2D,695 Grams,720,,,https://m.media-amazon.com/images/I/71+37yCrTWL.jpg,,,Per 100g,550,56.5,,8.2,32,15.4,,,0.3,,,,,,0.9,,,,,,,4,125,,51,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Kinder Joy Natoons,Ferrero India,,B09X71255Q,360 Grams,360,,,https://m.media-amazon.com/images/I/71rdsoMJsgL.jpg,,,Per 100g,550,56.5,,8.2,32,15.4,,,0.3,,,,,,0.9,,,,,,,4,125,,51,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES
Packaged Foods,Solid,Food,Jams & Spreads,Spreads,Amazon,BELEGEND ESSENTIALS Chocolate Peanut Butter Spread,Belegend Essentials,,B09XXZ5YJ7,510g,,,,https://images-na.ssl-images-amazon.com/images/I/41NqizE99aL.jpg,,,Per 100g,608,19,6,20,41,12,32,8,0,,,,,,,,,,,,,0,350,,15,32,Green,YES,YES,YES,,YES,NO,NO,NO,,YES,,,
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Madhur Bubble Pop,Madhur,,B09Y334B9Y,900 Grams,,,,https://images-na.ssl-images-amazon.com/images/I/410vztD7ZkL.jpg,"?Added natural identical flavouring substances (Strawberry), Sugar, Liquid Glucose, Acidulent (E-330), Permitted synthetic food colour(s)",,Per 100g,395.28,98.82,0,0,0,,,,,,,,,,,,,,,,,,,,72.68,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Thanjai Natural Gond Katira,Thanjai Natural,,B09YLP75TZ,,199,65,,https://images-na.ssl-images-amazon.com/images/I/41A7gNDl9rL.jpg,?Almond gum | Gond Katira,,Per 100g,428.5714286,46.42857143,25,7.142857143,39.28571429,21.42857143,,,,,,,,,,,,,,,,,0,,0,,Green,VEG,YES,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Ferrero Rocher chocolate,Ferrero,,B09YMDVS17,,899,649,,https://images-na.ssl-images-amazon.com/images/I/51WofWvye5L.jpg,,,Per 100g,595,44.4,4,8.2,42.7,41,,,,,,,,,,,,,,,,,60,,39.9,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Madhur Bubble Pop,Madhur,,B09ZHVY8ST,,350,,,https://images-na.ssl-images-amazon.com/images/I/51eNF-RLmpL.jpg,"?Sugar, Liquid Glucose, Acidulent (E-330), Permitted synthetic food colour(s), Added natural identical flavouring substances (Strawberry).",,Per 100g,395.28,98.82,0,0,0,0,,,,,,,,,,,,,,,,,,,72.68,,Green,VEG,NO,YES,YES,NO,NO,NO, NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Heidi Golden White Chocolate Bar,Heidi,,B09ZJ5G7JC,100 Grams,395,279,,https://images-na.ssl-images-amazon.com/images/I/416T6oc4klL.jpg,"sugar, saramelized hazelnuts, emulsifiers, lecithins, cocoa butter, whole milk powder, skimmed milk powder, cornFlakes, maize flour, sugar, barley, malt extract, iodised salt, natural antitoxidant, cocoa solid chocolates, tree nuts.",,Per 100g,576,49,,7.8,39,25,,,,,,,,,,,,,,,,,64,,43,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Paul And Mike 64% Dark Vegan Chocolate,Paul And Mike,,B0B187QXQV,68 Grams,500,,,https://images-na.ssl-images-amazon.com/images/I/519uz1D7NBL.jpg,,,Per 100g,566,52.3,,7.5,31.8,13.8,,,,,,,,,,,,,,,,,,,37.2,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Paul And Mike 49% Fine Milk Chocolate with Alphonso Mango,PAUL AND MIKE,,B0B187YNWQ,,500,,,https://images-na.ssl-images-amazon.com/images/I/51TdCBoSX5L.jpg,,,Per 100g,599,52,,6.5,33.3,21.4,,,,,,,,,,,,,,,,,,,40.4,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Heidi Cranberry Dark Chocolate Bar,Heidi,,B0B1B5H4Y4,90 g,350,269,,https://images-na.ssl-images-amazon.com/images/I/41QZT+kyGtL.jpg,"Dark chocolate with cranberry pieces. Ingredients : sugar, cocoa mass, cocoa butter, freeze-dried cranberry pieces 1,5%, emulsifier : lecithins (contains soy); natural flavors. Cocoa solids in chocolate : 50% minimum. May contain traces of tree nuts, gluten and milk.",,Per 100g,542,50,,,34,22,,,,,,,,,,,,,,,,,,,47,,Green,VEG,YES,YES,NO,,NO,NO,NO,NO,YES,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Popaji Premium RosePetal Chocolate Coated Almonds,Popaji,,B0B1N1GGFP,270 Grams,499,399,,https://m.media-amazon.com/images/I/71gPY2FeO2L.jpg,"(Min Cocoa 28 %) Cocoa Mass, Cocoa Butter, Sugar, Whole Milk Powder, Almonds, Natural Rose Extract, Polishing Agent (Gum Arabic (E414), Glazing Agent (Shellac (E904)). Artificial Flavour (vanilla), Emulsifier (Soy Lecithin (E322)), Synthetic Food Colour (E127) Nutritional per 100 gms",,Per 100g,578.58,39.83,4.64,9.42,42.7,11.4,,8.14,,,,,,,,,,,,,,,37,,3013,,Green,,,YES,,,NO,NO,NO,YES,NO,NO,YES,YES
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,"Nestle KitKat Dessert Delight Rich Chocolate Fudge Wafer Bar,",Generic,,B0B2129H2Z,,170,,,https://m.media-amazon.com/images/I/51Iwrx4AnLL.jpg,,,Per 100g,468,50,2.7,6.3,27,18.2,,,0.13,,,,,,,,,,,,,,114.9,,38.5,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Katha Chocolates BTS Pink Heats Gifts K-Pop,Katha Chocolates,,B0B31ZTMFV,,,,,https://images-na.ssl-images-amazon.com/images/I/51hrcXj9IxL.jpg,na,,Per 100g,559.73,58.36,,5.03,34.13,32.46,,,,,,,,,,,,,,,,,,,47.16,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Diabetic Chef Cranberry Belgian Dark Chocolate Bar,A Diabetic Chef,,B0B348ZKTN,40 Grams,620,430,,https://images-na.ssl-images-amazon.com/images/I/41y4CUefUzL.jpg,,,Per 100g,530,59.8,13.5,6.8,29.3,27.3,,,,,,,,,,,,,,,,,,,0,,Green,VEG,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Jams & Spreads,Spreads,Amazon,Amaara's Cocoa Hazelnut Spread,Amaara's,,B0B39SBFT2,220 Grams,499,,,https://images-na.ssl-images-amazon.com/images/I/41DEMCR1P-L.jpg,"hazelnuts, ashwagandha, cocoa powder, unrefined brown sugar, soya bean.",,Per 100g,566.19,52.18,6.2,7.94,36.64,13.48,,,,,,,,,,,,,,,,,26.2,,42.26,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Monsoon Harvest Nuts & Seeds Bar,Monsoon Harvest,,B0B3F379B9,30 Grams,NA,,,https://m.media-amazon.com/images/I/6170Obu-YGL.jpg,,,Per 100g,516.6666667,49.73333333,5.5,17.2,27.9,6,,,0,,,,,,,,,,,,,,157.3333333,,25.4,,Green,VEG,YES,YES,,,,,,,YES,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Baking Chocolates & Cocoa,Amazon,MORDE White Compound,Shivams Bakers,,B076FTH8ZG,500 Grams,350,295,,https://m.media-amazon.com/images/I/41S9XTi8ddL.jpg,"Sugar, Edible vegitable oil, milk solid.",,Per 100g,578,49.8,,9.4,38.3,36.1,,,,,,,,,,,,,,,,,,,35.6,,Green,VEG,,YES,YES,,NO,NO,NO,NO,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Baking Chocolates & Cocoa,Amazon,Shivams Bakers King Morde Cocoa Butter Compound Slab Chocolate Bar,Shivams Bakers,,B0B3JHSFNB,,,,,https://m.media-amazon.com/images/I/61-iqWyRnEL._SX679_.jpg,,,Per 100g,545.7,58,,7.6,31.7,30.6,,,0.1,,,,,,,,,,,,,,,,43.2,,Green,VEG,,YES,YES,,NO,NO,NO,NO,,,,
Packaged Foods,Solid,Food,Cooking & Baking Supplies,Baking Chocolates & Cocoa,Amazon,Shivams Bakers King 2M Cocoa Premium Dark Compound Slab Bar,Shivams Bakers,,B0B3JLTYGL,500 Grams,299,266,,https://images-na.ssl-images-amazon.com/images/I/41dYRw9M8wL.jpg,,,Per 100g,538.6,55.5,,3.1,33.8,31.1,,,,,,,,,,,,,,,,,,,52,,Green,VEG,,YES,YES,,NO,NO,NO,NO,,,,
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Toffifee Storck Hazelnut Chocolate,Generic,,B0B3MKY5NB,100gm,780,540,,https://images-na.ssl-images-amazon.com/images/I/51Qx2Vt-jnL.jpg,"Sugar, vegetable fats (palm, shea), hazelnuts, glucose syrup, skimmed milk powder, humectant: sorbitol syrup, cocoa mass, condensed skimmed milk, condensed whey (milk), lactose (milk), fat reduced cocoa, cocoa butter, butterfat (milk), partially inverted refiners syrup, whey powder (milk), emulsifier: soya ..",,Per 100g,516,58.5,,5.9,28.7,12.6,,,,,,,,,,,,,,,,,,,48.5,,Green,VEG,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Fab Bits Chocolate,Fabbites,,B0B3WWXS1Y,70gm,449,249,,https://images-na.ssl-images-amazon.com/images/I/31tyTdOD7vL.jpg,"Cocoa solids,milk solids,sugar,edible vegetable fat,emulsifiers,natural vanilla flavouring substances",,Per 100g,569.9,58,,3.5,36.1,,,,,,,,,,,,,,,,,,,,50.4,,Green,VEG,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES
Packaged Foods,Solid,Food,Snack Bars,Chocolate Bars,Amazon,Loyka Almond Brittle Luxe Dark Chocolate,LOYKA,,8910000000000,204 Grams,450,,,https://m.media-amazon.com/images/I/91lc0F3-hBL.jpg,,,Per 100g,574,44.21,,14.54,37.69,7.18,,,0.1,,,,,,,,,,,,,,98.7,,26.85,,Green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight,DeoDap,,B0B53J88TV,,,,,https://m.media-amazon.com/images/I/71SUp1upgPL._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon,Effete Chocolate Delight ,DeoDap,,B0B53L96HR,,,,,https://m.media-amazon.com/images/I/71wrsNGfWCL._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight,DeoDap,,B0B53LNYQ7,,,,,https://m.media-amazon.com/images/I/71IA1oLHXnL._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight ,DeoDap,,B0B53M4CZM,,,,,https://m.media-amazon.com/images/I/71OLwk7NNrL._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight ,DeoDap,,B0B53MZ8QJ,,,,,https://m.media-amazon.com/images/I/71UzINh0hML._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight,DeoDap,,B0B53MZS2W,,,,,https://m.media-amazon.com/images/I/71-2-3lHcfL._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,,,,,,,,,,,,
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight,DeoDap,,B0B53N38XM,,,,,https://m.media-amazon.com/images/I/7170RGpETOL._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight,DeoDap,,B0B53N7WJD,,,,,https://m.media-amazon.com/images/I/718SR32HiYL._SL1500_.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
Packaged Foods,Solid,Food,Candies & Mints,Candies & Mints,Amazon, Effete Chocolate Delight ,DeoDap,,B0B53N81QC,,365,,,https://m.media-amazon.com/images/I/71s0u3a9sYL.jpg,,,Per 100g,533.92,66.06,1.8,4.15,28.12,16.1,,,0.1,,,,,,,,,,,,,,136,,41.66,,Green,VEG,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
